match_id,set,w_games,l_games,w_tb_pt,l_tb_pt,w_tbs,l_tbs
164771,4,5,0,,,,
164772,1,7,6,,,1,
164772,2,7,6,,,1,
164772,3,6,7,,,,1
164772,4,7,6,,,1,
164773,1,6,3,,,,
164773,2,6,4,,,,
164773,3,6,3,,,,
164774,1,6,4,,,,
164774,2,1,6,,,,
164774,3,6,3,,,,
164774,4,6,2,,,,
164775,1,7,6,,,1,
164775,2,6,4,,,,
164775,3,3,6,,,,
164775,4,6,3,,,,
164776,1,6,1,,,,
164776,2,6,2,,,,
164776,3,6,3,,,,
164777,1,6,1,,,,
164777,2,6,2,,,,
164777,3,7,6,,,1,
164778,1,7,5,,,,
164778,2,6,4,,,,
164778,3,6,4,,,,
164779,1,7,6,,,1,
164779,2,3,6,,,,
164779,3,6,7,,,,1
164779,4,7,5,,,,
164779,5,6,2,,,,
164780,1,6,3,,,,
164780,2,5,7,,,,
164780,3,7,6,,,1,
164780,4,4,6,,,,
164780,5,7,5,,,,
164781,1,7,5,,,,
164781,2,6,1,,,,
164781,3,6,4,,,,
164782,1,6,3,,,,
164782,2,6,4,,,,
164782,3,6,0,,,,
164783,1,4,6,,,,
164783,2,6,1,,,,
164783,3,7,6,,,1,
164783,4,6,3,,,,
164784,1,6,3,,,,
164784,2,7,6,,,1,
164784,3,6,3,,,,
164785,1,6,3,,,,
164785,2,7,5,,,,
164785,3,6,1,,,,
164786,1,6,3,,,,
164786,2,4,6,,,,
164786,3,6,2,,,,
164786,4,7,5,,,,
164787,1,6,3,,,,
164787,2,6,1,,,,
164787,3,6,3,,,,
164788,1,6,4,,,,
164788,2,0,6,,,,
164788,3,6,4,,,,
164788,4,6,2,,,,
164789,1,6,4,,,,
164789,2,6,3,,,,
164789,3,7,6,,,1,
164790,1,4,6,,,,
164790,2,6,2,,,,
164790,3,4,6,,,,
164790,4,6,2,,,,
164790,5,6,1,,,,
164791,1,6,4,,,,
164791,2,7,5,,,,
164791,3,7,6,,,1,
164792,1,6,4,,,,
164792,2,6,0,,,,
164792,3,6,3,,,,
164793,1,4,6,,,,
164793,2,6,3,,,,
164793,3,6,3,,,,
164793,4,7,6,,,1,
164794,1,6,4,,,,
164794,2,7,6,,,1,
164794,3,7,6,,,1,
164795,1,7,5,,,,
164795,2,6,4,,,,
164795,3,6,1,,,,
164796,1,6,1,,,,
164796,2,6,7,,,,1
164796,3,4,6,,,,
164796,4,7,5,,,,
164796,5,7,5,,,,
164797,1,7,6,,,1,
164797,2,7,6,,,1,
164797,3,7,5,,,,
164798,1,6,4,,,,
164798,2,7,6,,,1,
164798,3,7,6,,,1,
164799,1,7,6,,,1,
164799,2,7,6,,,1,
164799,3,6,3,,,,
164800,1,6,2,,,,
164800,2,6,3,,,,
164800,3,6,4,,,,
164801,1,6,2,,,,
164801,2,6,4,,,,
164801,3,6,4,,,,
164802,1,6,3,,,,
164802,2,6,2,,,,
164802,3,6,2,,,,
164803,1,7,6,,,1,
164803,2,6,7,,,,1
164803,3,7,6,,,1,
164803,4,6,7,,,,1
164803,5,6,4,,,,
164804,1,6,3,,,,
164804,2,7,6,,,1,
164804,3,7,6,,,1,
164805,1,6,4,,,,
164805,2,6,2,,,,
164805,3,6,7,,,,1
164805,4,7,5,,,,
164806,1,4,6,,,,
164806,2,6,4,,,,
164806,3,6,2,,,,
164806,4,4,6,,,,
164806,5,7,5,,,,
164807,1,6,3,,,,
164807,2,7,5,,,,
164807,3,3,6,,,,
164807,4,6,1,,,,
164808,1,6,0,,,,
164808,2,6,4,,,,
164808,3,6,1,,,,
164809,1,6,1,,,,
164809,2,7,5,,,,
164809,3,7,6,,,1,
164810,1,6,3,,,,
164810,2,6,2,,,,
164810,3,6,1,,,,
164811,1,6,4,,,,
164811,2,7,6,,,1,
164811,3,7,6,,,1,
164812,1,7,5,,,,
164812,2,2,6,,,,
164812,3,6,3,,,,
164812,4,6,4,,,,
164813,1,6,4,,,,
164813,2,3,6,,,,
164813,3,6,1,,,,
164813,4,6,4,,,,
164814,1,6,1,,,,
164814,2,3,6,,,,
164814,3,7,6,,,1,
164814,4,7,5,,,,
164815,1,6,4,,,,
164815,2,7,6,,,1,
164815,3,7,5,,,,
164816,1,6,3,,,,
164816,2,6,4,,,,
164816,3,1,6,,,,
164816,4,6,4,,,,
164817,1,7,5,,,,
164817,2,3,6,,,,
164817,3,6,1,,,,
164817,4,7,6,,,1,
164818,1,7,5,,,,
164818,2,6,3,,,,
164818,3,6,2,,,,
164819,1,6,2,,,,
164819,2,6,3,,,,
164819,3,6,4,,,,
164820,1,6,2,,,,
164820,2,6,3,,,,
164820,3,7,6,,,1,
164821,1,6,1,,,,
164821,2,6,4,,,,
164821,3,6,4,,,,
164822,1,6,7,,,,1
164822,2,7,6,,,1,
164822,3,6,2,,,,
164822,4,6,4,,,,
164823,1,6,4,,,,
164823,2,7,6,,,1,
164823,3,6,2,,,,
164824,1,6,2,,,,
164824,2,3,6,,,,
164824,3,6,2,,,,
164824,4,6,2,,,,
164825,1,6,3,,,,
164825,2,6,7,,,,1
164825,3,6,4,,,,
164825,4,4,6,,,,
164825,5,6,3,,,,
164826,1,6,4,,,,
164826,2,6,2,,,,
164826,3,6,4,,,,
164827,1,6,2,,,,
164827,2,6,1,,,,
164827,3,6,4,,,,
164828,1,4,6,,,,
164828,2,6,4,,,,
164828,3,6,3,,,,
164828,4,1,6,,,,
164828,5,6,3,,,,
164829,1,7,5,,,,
164829,2,3,6,,,,
164829,3,6,3,,,,
164829,4,7,6,,,1,
164830,1,6,4,,,,
164830,2,6,3,,,,
164830,3,5,7,,,,
164830,4,4,6,,,,
164830,5,6,3,,,,
164831,1,6,4,,,,
164831,2,6,4,,,,
164831,3,7,5,,,,
164832,1,6,4,,,,
164832,2,6,4,,,,
164832,3,7,6,,,1,
164833,1,6,3,,,,
164833,2,6,2,,,,
164833,3,6,4,,,,
164834,1,7,6,,,1,
164834,2,6,2,,,,
164834,3,6,4,,,,
164835,1,6,3,,,,
164835,2,3,6,,,,
164835,3,6,3,,,,
164835,4,6,4,,,,
164836,1,6,3,,,,
164836,2,6,7,,,,1
164836,3,6,2,,,,
164836,4,6,3,,,,
164837,1,6,1,,,,
164837,2,6,2,,,,
164837,3,3,6,,,,
164837,4,6,3,,,,
164838,1,4,6,,,,
164838,2,7,5,,,,
164838,3,6,7,,,,1
164838,4,6,4,,,,
164838,5,6,2,,,,
164839,1,6,1,,,,
164839,2,7,5,,,,
164839,3,7,6,,,1,
167654,1,7,5,,,,
167654,2,7,6,7,5,1,
167654,3,6,2,,,,
167655,1,4,6,,,,
167655,2,6,3,,,,
167655,3,7,6,7,0,1,
167655,4,6,3,,,,
167656,1,5,7,,,,
167656,2,6,3,,,,
167656,3,2,6,,,,
167656,4,7,6,7,2,1,
167656,5,6,1,,,,
167657,1,6,7,10,12,,1
167657,2,7,6,7,4,1,
167657,3,6,3,,,,
167657,4,6,4,,,,
167658,1,6,3,,,,
167658,2,6,4,,,,
167658,3,6,7,5,7,,1
167658,4,6,1,,,,
167659,1,6,3,,,,
167659,2,7,6,7,5,1,
167659,3,6,4,,,,
167660,1,6,3,,,,
167660,2,6,4,,,,
167660,3,6,3,,,,
167661,1,6,0,,,,
167661,2,3,6,,,,
167661,3,6,3,,,,
167661,4,6,4,,,,
167662,1,6,1,,,,
167663,1,6,3,,,,
167663,2,6,4,,,,
167663,3,6,2,,,,
167664,1,6,7,4,7,,1
167664,2,7,5,,,,
167664,3,3,6,,,,
167664,4,6,2,,,,
167664,5,6,2,,,,
167665,1,7,5,,,,
167665,2,3,6,,,,
167665,3,6,2,,,,
167665,4,6,2,,,,
167666,1,4,6,,,,
167666,2,7,5,,,,
167666,3,1,6,,,,
167666,4,6,4,,,,
167666,5,6,3,,,,
167667,1,5,7,,,,
167667,2,6,3,,,,
167667,3,6,2,,,,
167667,4,6,0,,,,
167668,1,4,0,,,,
167669,1,5,7,,,,
167669,2,6,1,,,,
167669,3,6,4,,,,
167669,4,6,7,6,8,,1
167669,5,6,2,,,,
167670,1,4,6,,,,
167670,2,6,4,,,,
167670,3,7,5,,,,
167670,4,4,6,,,,
167670,5,6,4,,,,
167671,1,6,3,,,,
167671,2,6,4,,,,
167671,3,6,4,,,,
167672,1,6,4,,,,
167672,2,7,6,7,4,1,
167672,3,6,7,4,7,,1
167672,4,6,4,,,,
167673,1,6,4,,,,
167673,2,6,4,,,,
167673,3,2,6,,,,
167673,4,2,6,,,,
167673,5,6,3,,,,
167674,1,6,3,,,,
167674,2,6,3,,,,
167674,3,6,0,,,,
167675,1,3,6,,,,
167675,2,6,3,,,,
167675,3,6,2,,,,
167675,4,6,2,,,,
167676,1,6,4,,,,
167676,2,7,6,7,4,1,
167676,3,6,7,3,7,,1
167676,4,7,5,,,,
167677,1,6,1,,,,
167677,2,6,2,,,,
167677,3,6,2,,,,
167678,1,6,1,,,,
167678,2,6,3,,,,
167678,3,6,7,5,7,,1
167678,4,6,2,,,,
167679,1,6,3,,,,
167679,2,6,3,,,,
167679,3,6,3,,,,
167680,1,6,4,,,,
167680,2,3,6,,,,
167680,3,7,6,11,9,1,
167680,4,6,3,,,,
167681,1,6,4,,,,
167681,2,7,6,7,4,1,
167681,3,6,3,,,,
167682,1,6,2,,,,
167682,2,6,1,,,,
167682,3,6,4,,,,
167683,1,7,6,9,7,1,
167683,2,7,5,,,,
167683,3,0,6,,,,
167683,4,6,3,,,,
167684,1,7,6,10,8,1,
167684,2,6,3,,,,
167684,3,6,1,,,,
167685,1,4,6,,,,
167685,2,4,6,,,,
167685,3,6,2,,,,
167685,4,6,2,,,,
167685,5,6,3,,,,
167686,1,6,2,,,,
167686,2,6,3,,,,
167686,3,6,2,,,,
167687,1,6,3,,,,
167687,2,6,4,,,,
167687,3,3,6,,,,
167687,4,7,6,9,7,1,
167688,1,6,4,,,,
167688,2,7,6,7,1,1,
167688,3,6,4,,,,
167689,1,6,4,,,,
167689,2,3,6,,,,
167689,3,7,6,7,2,1,
167689,4,6,4,,,,
167690,1,6,2,,,,
167690,2,3,6,,,,
167690,3,5,7,,,,
167690,4,6,3,,,,
167690,5,6,2,,,,
167691,1,6,1,,,,
167691,2,6,7,3,7,,1
167691,3,6,3,,,,
167691,4,6,2,,,,
167692,1,6,3,,,,
167692,2,3,0,,,,
167693,1,6,3,,,,
167693,2,6,4,,,,
167693,3,6,4,,,,
167694,1,6,3,,,,
167694,2,6,1,,,,
167694,3,6,1,,,,
167695,1,6,4,,,,
167695,2,1,6,,,,
167695,3,6,2,,,,
167695,4,6,4,,,,
167696,1,7,5,,,,
167696,2,4,6,,,,
167696,3,7,6,7,5,1,
167696,4,6,1,,,,
167697,1,6,3,,,,
167697,2,6,0,,,,
167697,3,6,2,,,,
167698,1,6,1,,,,
167698,2,6,3,,,,
167698,3,6,3,,,,
167699,1,3,6,,,,
167699,2,0,6,,,,
167699,3,6,1,,,,
167699,4,6,4,,,,
167699,5,6,4,,,,
167700,1,7,6,8,6,1,
167700,2,7,6,7,5,1,
167700,3,6,3,,,,
167701,1,6,3,,,,
167701,2,6,4,,,,
167701,3,6,2,,,,
167702,1,4,6,,,,
167702,2,6,4,,,,
167702,3,6,4,,,,
167702,4,6,3,,,,
167703,1,6,7,2,7,,1
167703,2,4,6,,,,
167703,3,6,3,,,,
167703,4,6,2,,,,
167703,5,6,1,,,,
167704,1,7,6,7,2,1,
167704,2,6,4,,,,
167705,1,7,5,,,,
167705,2,6,3,,,,
167705,3,7,5,,,,
167706,1,6,7,6,8,,1
167706,2,3,6,,,,
167706,3,7,5,,,,
167706,4,6,2,,,,
167706,5,22,20,,,,
167707,1,6,4,,,,
167707,2,4,6,,,,
167707,3,6,2,,,,
167707,4,6,3,,,,
167708,1,6,2,,,,
167708,2,7,6,7,1,1,
167708,3,6,3,,,,
167709,1,6,4,,,,
167709,2,4,6,,,,
167709,3,6,2,,,,
167709,4,4,6,,,,
167709,5,6,4,,,,
167710,1,7,6,7,2,1,
167710,2,6,3,,,,
167710,3,6,3,,,,
167711,1,6,2,,,,
167711,2,6,3,,,,
167711,3,6,2,,,,
167712,1,6,4,,,,
167712,2,7,6,7,4,1,
167712,3,5,7,,,,
167712,4,7,6,10,8,1,
167713,1,6,4,,,,
167713,2,6,4,,,,
167713,3,6,2,,,,
167714,1,6,0,,,,
167714,2,3,6,,,,
167714,3,3,6,,,,
167714,4,6,2,,,,
167714,5,3,0,,,,
167715,1,6,2,,,,
167715,2,7,5,,,,
167715,3,6,3,,,,
167716,1,6,1,,,,
167716,2,6,4,,,,
167716,3,3,6,,,,
167716,4,7,5,,,,
167717,1,6,1,,,,
167717,2,7,6,7,4,1,
167717,3,6,2,,,,
167718,1,6,3,,,,
167718,2,6,0,,,,
167718,3,6,2,,,,
167719,1,7,6,7,5,1,
167719,2,6,0,,,,
167719,3,6,1,,,,
167720,1,6,7,4,7,,1
167720,2,6,7,4,7,,1
167720,3,6,4,,,,
167720,4,7,6,9,7,1,
167720,5,9,7,,,,
167721,1,6,2,,,,
167721,2,6,3,,,,
167721,3,7,5,,,,
167722,1,6,3,,,,
167722,2,7,6,8,6,1,
167722,3,6,2,,,,
167723,1,7,5,,,,
167723,2,6,3,,,,
167723,3,7,6,7,3,1,
167724,1,2,6,,,,
167724,2,6,3,,,,
167724,3,6,2,,,,
167724,4,6,4,,,,
167725,1,6,3,,,,
167725,2,6,4,,,,
167725,3,6,3,,,,
167726,1,6,3,,,,
167726,2,6,4,,,,
167726,3,6,4,,,,
167727,1,6,3,,,,
167727,2,1,6,,,,
167727,3,7,6,7,3,1,
167727,4,3,6,,,,
167727,5,6,3,,,,
167728,1,6,3,,,,
167728,2,6,3,,,,
167728,3,2,6,,,,
167728,4,6,4,,,,
167729,1,1,6,,,,
167729,2,6,7,1,7,,1
167729,3,6,4,,,,
167729,4,6,2,,,,
167729,5,10,8,,,,
167730,1,6,2,,,,
167730,2,6,2,,,,
167730,3,6,3,,,,
167731,1,6,3,,,,
167731,2,6,4,,,,
167731,3,6,4,,,,
167732,1,7,5,,,,
167732,2,7,6,7,4,1,
167732,3,4,6,,,,
167732,4,7,6,7,5,1,
167733,1,3,6,,,,
167733,2,7,5,,,,
167733,3,6,3,,,,
167733,4,6,3,,,,
167734,1,6,3,,,,
167734,2,6,4,,,,
167734,3,1,6,,,,
167734,4,6,0,,,,
167735,1,7,5,,,,
167735,2,6,3,,,,
167735,3,6,0,,,,
167736,1,6,2,,,,
167736,2,6,3,,,,
167736,3,6,4,,,,
167737,1,6,3,,,,
167737,2,6,1,,,,
167737,3,6,3,,,,
167738,1,6,2,,,,
167738,2,6,3,,,,
167738,3,6,3,,,,
167739,1,2,6,,,,
167739,2,6,4,,,,
167739,3,6,4,,,,
167739,4,6,2,,,,
167740,1,6,4,,,,
167740,2,6,1,,,,
167740,3,6,1,,,,
167741,1,6,3,,,,
167741,2,6,4,,,,
167741,3,7,6,7,4,1,
167742,1,6,2,,,,
167742,2,6,1,,,,
167742,3,6,7,6,8,,1
167742,4,6,4,,,,
167743,1,7,6,7,3,1,
167743,2,4,6,,,,
167743,3,6,3,,,,
167743,4,3,6,,,,
167743,5,6,3,,,,
167744,1,6,4,,,,
167744,2,6,4,,,,
167744,3,6,4,,,,
167745,1,6,4,,,,
167745,2,6,0,,,,
167745,3,6,3,,,,
167746,1,1,6,,,,
167746,2,6,4,,,,
167746,3,6,4,,,,
167746,4,6,4,,,,
167747,1,6,1,,,,
167747,2,6,1,,,,
167747,3,6,1,,,,
167748,1,6,2,,,,
167748,2,6,4,,,,
167748,3,6,2,,,,
167749,1,7,6,10,8,1,
167749,2,5,7,,,,
167749,3,2,6,,,,
167749,4,7,6,7,5,1,
167749,5,6,4,,,,
167750,1,6,4,,,,
167750,2,6,2,,,,
167750,3,6,4,,,,
167751,1,6,1,,,,
167751,2,4,6,,,,
167751,3,6,3,,,,
167751,4,6,0,,,,
167752,1,6,2,,,,
167752,2,6,4,,,,
167752,3,6,4,,,,
167753,1,6,4,,,,
167753,2,6,4,,,,
167753,3,6,4,,,,
167754,1,3,6,,,,
167754,2,6,2,,,,
167754,3,6,2,,,,
167754,4,7,6,9,7,1,
167755,1,4,6,,,,
167755,2,6,4,,,,
167755,3,7,6,7,1,1,
167755,4,7,6,7,2,1,
167756,1,7,6,7,4,1,
167756,2,7,5,,,,
167756,3,6,7,8,10,,1
167756,4,6,3,,,,
167757,1,7,5,,,,
167757,2,7,6,7,2,1,
167757,3,7,6,7,3,1,
167758,1,6,3,,,,
167758,2,7,6,7,1,1,
167758,3,6,4,,,,
167759,1,4,6,,,,
167759,2,6,3,,,,
167759,3,6,7,5,7,,1
167759,4,6,3,,,,
167759,5,6,2,,,,
167760,1,7,5,,,,
167760,2,6,7,6,8,,1
167760,3,7,6,7,3,1,
167760,4,6,4,,,,
167761,1,6,2,,,,
167761,2,7,6,7,5,1,
167761,3,3,6,,,,
167761,4,6,3,,,,
167762,1,6,1,,,,
167762,2,4,6,,,,
167762,3,6,4,,,,
167762,4,6,4,,,,
167763,1,6,3,,,,
167763,2,6,2,,,,
167763,3,6,4,,,,
167764,1,6,3,,,,
167764,2,6,2,,,,
167764,3,6,4,,,,
167765,1,6,4,,,,
167765,2,4,6,,,,
167765,3,6,4,,,,
167765,4,4,6,,,,
167765,5,6,2,,,,
167766,1,7,5,,,,
167766,2,5,7,,,,
167766,3,6,2,,,,
167766,4,6,4,,,,
167767,1,6,7,4,7,,1
167767,2,6,4,,,,
167767,3,6,1,,,,
167767,4,4,6,,,,
167767,5,6,3,,,,
167768,1,7,6,7,2,1,
167768,2,7,6,7,4,1,
167768,3,7,6,7,4,1,
167769,1,6,7,4,7,,1
167769,2,6,2,,,,
167769,3,6,4,,,,
167769,4,6,4,,,,
167770,1,6,3,,,,
167770,2,6,3,,,,
167770,3,4,6,,,,
167770,4,6,4,,,,
167771,1,7,6,8,6,1,
167771,2,3,6,,,,
167771,3,6,4,,,,
167771,4,6,1,,,,
167772,1,5,7,,,,
167772,2,7,6,7,4,1,
167772,3,6,2,,,,
167772,4,6,2,,,,
167773,1,2,6,,,,
167773,2,7,6,7,2,1,
167773,3,6,2,,,,
167773,4,6,1,,,,
167774,1,6,1,,,,
167774,2,7,5,,,,
167774,3,6,2,,,,
167775,1,7,6,7,2,1,
167775,2,6,4,,,,
167775,3,6,3,,,,
167776,1,6,4,,,,
167776,2,7,6,9,7,1,
167776,3,6,4,,,,
167777,1,6,3,,,,
167777,2,6,2,,,,
167777,3,6,4,,,,
167778,1,7,5,,,,
167778,2,6,3,,,,
167778,3,1,6,,,,
167778,4,4,6,,,,
167778,5,6,3,,,,
167779,1,6,3,,,,
167779,2,5,7,,,,
167779,3,7,6,7,5,1,
167779,4,6,7,4,7,,1
167779,5,6,4,,,,
167780,1,6,4,,,,
167780,2,3,6,,,,
167780,3,6,1,,,,
167780,4,3,6,,,,
167780,5,6,3,,,,
170540,1,6,1,,,,
170540,2,6,1,,,,
170540,3,6,1,,,,
170541,1,6,2,,,,
170541,2,7,6,7,1,1,
170541,3,6,3,,,,
170542,1,7,5,,,,
170542,2,6,4,,,,
170542,3,6,1,,,,
170543,1,3,6,,,,
170543,2,2,6,,,,
170543,3,7,6,7,5,1,
170543,4,6,2,,,,
170543,5,6,4,,,,
170544,1,2,6,,,,
170544,2,6,3,,,,
170544,3,5,7,,,,
170544,4,6,4,,,,
170544,5,11,9,,,,
170545,1,6,3,,,,
170545,2,3,6,,,,
170545,3,6,7,5,7,,1
170545,4,7,5,,,,
170545,5,11,9,,,,
170546,1,7,6,7,3,1,
170546,2,6,3,,,,
170546,3,6,4,,,,
170547,1,6,4,,,,
170547,2,3,6,,,,
170547,3,6,3,,,,
170547,4,6,3,,,,
170548,1,7,5,,,,
170548,2,4,6,,,,
170548,3,7,5,,,,
170548,4,6,1,,,,
170549,1,7,5,,,,
170549,2,6,4,,,,
170549,3,6,3,,,,
170550,1,6,7,2,7,,1
170550,2,3,6,,,,
170550,3,6,3,,,,
170550,4,7,5,,,,
170550,5,6,3,,,,
170551,1,7,5,,,,
170551,2,6,4,,,,
170551,3,6,3,,,,
170552,1,7,6,9,7,1,
170552,2,6,3,,,,
170552,3,7,5,,,,
170553,1,6,3,,,,
170553,2,5,7,,,,
170553,3,3,6,,,,
170553,4,7,5,,,,
170553,5,6,2,,,,
170554,1,6,4,,,,
170554,2,6,3,,,,
170554,3,4,6,,,,
170554,4,6,7,4,7,,1
170554,5,6,1,,,,
170555,1,6,2,,,,
170555,2,6,2,,,,
170555,3,4,6,,,,
170555,4,7,6,7,5,1,
170556,1,6,3,,,,
170556,2,6,2,,,,
170556,3,6,1,,,,
170557,1,6,4,,,,
170557,2,6,3,,,,
170557,3,4,6,,,,
170557,4,6,1,,,,
170558,1,7,6,7,4,1,
170558,2,6,4,,,,
170558,3,6,3,,,,
170559,1,7,5,,,,
170559,2,6,7,6,8,,1
170559,3,6,2,,,,
170559,4,6,7,6,8,,1
170559,5,6,2,,,,
170560,1,6,1,,,,
170560,2,6,2,,,,
170560,3,6,4,,,,
170561,1,6,7,2,7,,1
170561,2,4,6,,,,
170561,3,6,2,,,,
170561,4,6,3,,,,
170561,5,6,4,,,,
170562,1,6,1,,,,
170562,2,6,3,,,,
170562,3,7,6,7,5,1,
170563,1,6,4,,,,
170563,2,6,4,,,,
170563,3,6,1,,,,
170564,1,6,7,4,7,,1
170564,2,6,3,,,,
170564,3,3,6,,,,
170564,4,6,3,,,,
170564,5,6,4,,,,
170565,1,6,2,,,,
170565,2,6,1,,,,
170565,3,5,7,,,,
170565,4,7,6,7,3,1,
170566,1,6,3,,,,
170566,2,6,4,,,,
170566,3,2,6,,,,
170566,4,6,3,,,,
170567,1,6,4,,,,
170567,2,6,4,,,,
170567,3,6,7,4,7,,1
170567,4,7,6,8,6,1,
170568,1,6,3,,,,
170568,2,2,6,,,,
170568,3,6,0,,,,
170568,4,1,6,,,,
170568,5,6,2,,,,
170569,1,3,6,,,,
170569,2,6,4,,,,
170569,3,6,2,,,,
170569,4,6,2,,,,
170570,1,7,6,7,3,1,
170570,2,6,3,,,,
170570,3,7,6,7,2,1,
170571,1,6,1,,,,
170571,2,7,6,7,4,1,
170571,3,5,7,,,,
170571,4,6,3,,,,
170572,1,6,4,,,,
170572,2,6,4,,,,
170572,3,6,4,,,,
170573,1,6,7,5,7,,1
170573,2,6,3,,,,
170573,3,7,6,7,3,1,
170573,4,6,2,,,,
170574,1,6,4,,,,
170574,2,6,3,,,,
170574,3,6,3,,,,
170575,1,6,4,,,,
170575,2,6,4,,,,
170575,3,6,4,,,,
170576,1,6,1,,,,
170576,2,7,5,,,,
170576,3,7,5,,,,
170577,1,6,0,,,,
170577,2,6,3,,,,
170577,3,6,4,,,,
170578,1,6,4,,,,
170578,2,7,6,7,2,1,
170578,3,6,2,,,,
170579,1,6,3,,,,
170579,2,6,4,,,,
170579,3,2,6,,,,
170579,4,7,6,7,2,1,
170580,1,6,1,,,,
170580,2,6,2,,,,
170580,3,6,4,,,,
170581,1,6,3,,,,
170581,2,7,6,7,5,1,
170581,3,6,4,,,,
170582,1,6,3,,,,
170582,2,6,7,14,16,,1
170582,3,6,3,,,,
170582,4,6,3,,,,
170583,1,6,2,,,,
170583,2,6,3,,,,
170583,3,6,4,,,,
170584,1,6,2,,,,
170584,2,4,1,,,,
170585,1,6,2,,,,
170585,2,6,7,6,8,,1
170585,3,7,6,10,8,1,
170585,4,6,4,,,,
170586,1,6,3,,,,
170586,2,6,3,,,,
170586,3,6,1,,,,
170587,1,6,1,,,,
170587,2,7,6,7,5,1,
170587,3,7,5,,,,
170588,1,6,7,3,7,,1
170588,2,6,3,,,,
170588,3,6,2,,,,
170588,4,6,4,,,,
170589,1,6,7,6,8,,1
170589,2,7,6,7,0,1,
170589,3,6,4,,,,
170589,4,6,1,,,,
170590,1,6,4,,,,
170590,2,6,4,,,,
170590,3,6,4,,,,
170591,1,6,4,,,,
170591,2,6,4,,,,
170591,3,7,5,,,,
170592,1,6,3,,,,
170592,2,3,6,,,,
170592,3,6,0,,,,
170592,4,6,1,,,,
170593,1,6,0,,,,
170593,2,6,7,4,7,,1
170593,3,6,1,,,,
170593,4,6,4,,,,
170594,1,7,6,7,3,1,
170594,2,7,6,7,2,1,
170594,3,6,4,,,,
170595,1,6,3,,,,
170595,2,6,4,,,,
170595,3,6,3,,,,
170596,1,6,3,,,,
170596,2,6,4,,,,
170596,3,6,2,,,,
170597,1,6,2,,,,
170597,2,6,3,,,,
170597,3,4,6,,,,
170597,4,7,5,,,,
170598,1,6,3,,,,
170598,2,6,1,,,,
170598,3,4,6,,,,
170598,4,3,6,,,,
170598,5,6,3,,,,
170599,1,6,7,5,7,,1
170599,2,7,5,,,,
170599,3,6,4,,,,
170599,4,7,6,7,4,1,
170600,1,6,1,,,,
170600,2,6,4,,,,
170600,3,7,5,,,,
170601,1,6,3,,,,
170601,2,7,5,,,,
170601,3,6,7,6,8,,1
170601,4,7,5,,,,
170602,1,6,1,,,,
170602,2,6,2,,,,
170602,3,6,4,,,,
170603,1,6,3,,,,
170603,2,6,4,,,,
170603,3,6,3,,,,
170604,1,6,3,,,,
170604,2,6,4,,,,
170604,3,7,6,7,4,1,
170605,1,7,5,,,,
170605,2,3,6,,,,
170605,3,6,4,,,,
170605,4,6,1,,,,
170606,1,6,4,,,,
170606,2,6,2,,,,
170606,3,6,3,,,,
170607,1,7,6,7,0,1,
170607,2,6,3,,,,
170607,3,6,4,,,,
170608,1,6,2,,,,
170608,2,3,0,,,,
170609,1,7,5,,,,
170609,2,6,4,,,,
170609,3,6,7,5,7,,1
170609,4,3,6,,,,
170609,5,6,2,,,,
170610,1,6,4,,,,
170610,2,7,6,7,5,1,
170610,3,6,4,,,,
170611,1,6,1,,,,
170611,2,7,5,,,,
170611,3,6,2,,,,
170612,1,4,6,,,,
170612,2,6,2,,,,
170612,3,6,4,,,,
170612,4,0,6,,,,
170612,5,8,6,,,,
170613,1,6,4,,,,
170613,2,6,7,5,7,,1
170613,3,6,4,,,,
170613,4,6,2,,,,
170614,1,7,5,,,,
170614,2,6,4,,,,
170614,3,7,6,7,2,1,
170615,1,3,6,,,,
170615,2,6,3,,,,
170615,3,1,6,,,,
170615,4,7,6,7,4,1,
170615,5,7,5,,,,
170616,1,6,2,,,,
170616,2,6,2,,,,
170616,3,6,4,,,,
170617,1,7,5,,,,
170617,2,6,1,,,,
170617,3,6,3,,,,
170618,1,6,1,,,,
170618,2,6,3,,,,
170618,3,6,4,,,,
170619,1,7,6,7,3,1,
170619,2,6,7,3,7,,1
170619,3,7,5,,,,
170619,4,4,6,,,,
170619,5,12,10,,,,
170620,1,6,7,6,8,,1
170620,2,3,6,,,,
170620,3,6,3,,,,
170620,4,6,2,,,,
170620,5,6,3,,,,
170621,1,6,3,,,,
170621,2,7,6,7,4,1,
170621,3,5,7,,,,
170621,4,6,3,,,,
170622,1,6,4,,,,
170622,2,4,6,,,,
170622,3,7,6,7,5,1,
170622,4,3,6,,,,
170622,5,6,3,,,,
170623,1,6,2,,,,
170623,2,6,1,,,,
170623,3,6,4,,,,
170624,1,4,6,,,,
170624,2,6,3,,,,
170624,3,6,1,,,,
170624,4,6,3,,,,
170625,1,6,4,,,,
170625,2,6,2,,,,
170625,3,7,6,7,2,1,
170626,1,7,6,7,4,1,
170626,2,6,1,,,,
170626,3,6,1,,,,
170627,1,6,1,,,,
170627,2,6,3,,,,
170627,3,4,6,,,,
170627,4,6,3,,,,
170628,1,1,6,,,,
170628,2,7,6,7,5,1,
170628,3,6,1,,,,
170628,4,7,6,7,4,1,
170629,1,2,6,,,,
170629,2,6,3,,,,
170629,3,6,4,,,,
170629,4,6,1,,,,
170630,1,6,3,,,,
170630,2,2,6,,,,
