season,match_id,tournament_event_id,match_num,date,surface,indoor,round,best_of,winner_id,winner_country_id,winner_seed,winner_entry,winner_rank,winner_rank_points,winner_elo_rating,winner_next_elo_rating,winner_age,winner_height,loser_id,loser_country_id,loser_seed,loser_entry,loser_rank,loser_rank_points,loser_elo_rating,loser_next_elo_rating,loser_age,loser_height,score,outcome,w_sets,l_sets,w_games,l_games,w_tbs,l_tbs,has_stats
2014,158895,3815,27,2014-01-13,H,f,R128,5,5220,CRO,,,36,1130,2091,2100,25.292265,198,4716,ESP,,,35,1155,1994,1984,27.75633,190,4-6 4-6 6-3 6-3 6-2,,3,2,26,20,0,0,t
2014,158896,3815,28,2014-01-13,H,f,R128,5,4467,FRA,18,,19,1790,2023,2032,29.045858,183,4973,GER,,,59,779,1906,1896,26.494183,196,6-7(4) 6-4 3-6 6-3 16-14,,3,2,37,33,0,1,t
2014,158897,3815,29,2014-01-13,H,f,R128,5,4269,ESP,31,,33,1235,1995,1998,30.162903,188,5573,CHN,,Q,253,182,1674,1663,23.529089,,5-7 6-3 6-2 6-3,,3,1,23,15,0,0,t
2014,158898,3815,30,2014-01-13,H,f,R128,5,4558,RUS,,,79,651,1734,1770,28.643394,188,4659,UKR,,,82,636,1852,1831,28.019165,193,6-7(3) 6-4 6-2 6-0,,3,1,24,12,0,1,t
2014,158899,3815,31,2014-01-13,H,f,R128,5,4879,SLO,,,99,559,1817,1843,26.861053,188,3285,CZE,,,44,995,1976,1957,35.129364,185,6-7(3) 4-6 6-1 2-0 RET,RET,1,2,18,13,0,1,t
2014,158900,3815,32,2014-01-13,H,f,R128,5,3819,SUI,6,,6,4355,2300,2301,32.43258,185,5888,AUS,,WC,133,425,1675,1673,21.979465,183,6-4 6-4 6-2,,3,0,18,10,0,0,t
2014,158901,3815,33,2014-01-13,H,f,R128,5,4606,CZE,7,,7,4180,2188,2190,28.323067,196,4870,KAZ,,,94,586,1787,1783,26.910336,,6-3 6-4 6-3,,3,0,18,10,0,0,t
2014,158902,3815,34,2014-01-13,H,f,R128,5,4927,FRA,,,86,617,1748,1771,26.628336,203,5828,CHN,,WC,203,246,1710,1682,22.33265,,7-5 7-5 7-6(2),,3,0,20,16,1,0,t
2014,158903,3815,35,2014-01-13,H,f,R128,5,5986,BIH,,Q,188,272,1629,1703,21.650925,172,4225,CZE,,,103,540,1763,1732,30.436687,180,6-4 6-2 6-1,,3,0,18,7,0,0,t
2014,158904,3815,36,2014-01-13,H,f,R128,5,4470,CRO,32,,34,1190,1989,2000,29.029432,183,3333,CRO,,,75,667,1934,1922,34.874744,208,7-6(8) 6-3 7-6(4),,3,0,18,15,2,0,t
2014,158905,3815,37,2014-01-13,H,f,R128,5,4728,RSA,19,,21,1580,1990,1992,27.657768,203,6196,CZE,,,83,636,1617,1604,20.511978,,2-6 6-7(4) 6-4 6-4 6-4,,3,2,26,24,0,1,t
2014,158906,3815,38,2014-01-13,H,f,R128,5,6219,AUT,,Q,136,422,1728,1767,20.361397,185,5303,POR,,,50,925,1872,1851,24.791239,185,5-7 6-4 6-3 7-6(3),,3,1,23,20,1,0,t
2014,158907,3815,39,2014-01-13,H,f,R128,5,4273,FRA,,,40,1038,1905,1920,30.12731,188,4122,ARG,,,41,1020,1926,1911,30.94319,183,6-4 7-6(5) 6-7(9) 6-2,,3,1,24,18,1,1,t
2014,158908,3815,40,2014-01-13,H,f,R128,5,4198,ESP,,,58,801,1898,1920,30.61191,188,3163,GER,12,,12,2435,2100,2081,35.78097,188,7-5 5-2 RET,RET,1,0,12,7,0,0,t
2014,158909,3815,41,2014-01-13,H,f,R128,5,4022,RUS,14,,15,2145,2084,2087,31.55373,183,5515,GER,,,105,527,1767,1761,23.72074,,6-1 6-4 6-2,,3,0,18,7,0,0,t
2014,158910,3815,42,2014-01-13,H,f,R128,5,4252,GER,,,37,1110,1987,1991,30.275154,190,6031,USA,,Q,113,497,1683,1672,21.407255,180,6-4 6-2 6-4,,3,0,18,10,0,0,t
2014,158911,3815,43,2014-01-13,H,f,R128,5,4664,ESP,,,48,946,1823,1842,27.972622,180,5070,ESP,,,84,626,1849,1831,25.990417,188,6-4 6-2 6-4,,3,0,18,10,0,0,t
2014,158912,3815,44,2014-01-13,H,f,R128,5,5655,POL,20,,20,1615,1991,1994,23.167694,203,11415,AUS,,WC,319,139,1680,1669,19.734428,,1-6 4-6 6-4 6-2 6-1,,3,2,23,19,0,0,t
2014,158913,3815,45,2014-01-13,H,f,R128,5,4868,FRA,29,,31,1255,1944,1949,26.918549,188,4618,NED,,,100,557,1675,1662,28.271048,188,6-2 6-4 6-4,,3,0,18,10,0,0,t
2014,158914,3815,46,2014-01-13,H,f,R128,5,5231,UKR,,,56,825,1940,1950,25.18275,180,5564,LTU,,Q,128,433,1832,1820,23.564682,175,7-5 7-5 6-2,,3,0,20,12,0,0,t
2014,158915,3815,47,2014-01-13,H,f,R128,5,5166,FRA,,,71,692,1803,1820,25.54141,183,5438,USA,,WC,147,378,1760,1739,24.054756,188,3-6 6-3 6-0 5-7 6-4,,3,2,26,20,0,0,t
2014,158916,3815,48,2014-01-13,H,f,R128,5,3970,ESP,3,,3,5640,2196,2197,31.78371,175,5284,COL,,,74,672,1628,1624,24.93087,,6-3 6-4 6-4,,3,0,18,11,0,0,t
2014,158917,3815,49,2014-01-13,H,f,R128,5,4526,SUI,8,,8,3890,2210,2212,28.796715,183,4974,KAZ,,,85,620,1810,1806,26.480494,185,6-4 4-1 RET,RET,1,0,10,5,0,0,t
2014,158918,3815,50,2014-01-13,H,f,R128,5,4268,COL,,,87,612,1788,1814,30.16564,185,5055,KAZ,,,66,721,1869,1850,26.05065,183,6-7(2) 6-2 6-2 6-3,,3,1,24,13,0,1,t
2014,158919,3815,51,2014-01-13,H,f,R128,5,5044,AUS,,,67,711,1799,1828,26.132786,188,3917,FRA,,,46,958,1969,1950,31.978098,190,6-3 7-5 4-6 0-6 6-3,,3,2,23,23,0,0,t
2014,158920,3815,52,2014-01-13,H,f,R128,5,5565,CAN,28,,30,1289,1904,1912,23.559206,193,5025,AUS,,WC,157,334,1718,1703,26.236824,,6-4 6-3 6-4,,3,0,18,11,0,0,t
2014,158921,3815,53,2014-01-13,H,f,R128,5,3990,ESP,17,,18,1810,2064,2070,31.704311,180,4585,CZE,,,47,956,1868,1860,28.473648,196,6-1 6-7(7) 3-6 7-6(5) 8-6,,3,2,29,25,1,1,t
2014,158922,3815,54,2014-01-13,H,f,R128,5,3898,FRA,,,38,1090,1956,1962,32.06571,185,5793,ESP,,,63,739,1766,1754,22.507872,188,6-3 3-6 4-6 6-1 6-2,,3,2,25,18,0,0,t
2014,158923,3815,55,2014-01-13,H,f,R128,5,3786,RUS,,,61,760,1934,1943,32.616016,178,3997,POL,,,72,686,1812,1799,31.663244,190,3-6 6-3 3-6 6-3 6-4,,3,2,24,22,0,0,t
2014,158924,3815,56,2014-01-13,H,f,R128,5,4752,FRA,9,,9,3140,2137,2138,27.572895,185,4095,FRA,,Q,176,286,1633,1628,31.099247,185,7-5 6-4 6-1,,3,0,19,10,0,0,t
2014,158925,3815,57,2014-01-13,H,f,R128,5,4921,ITA,15,,16,1930,2014,2020,26.642027,178,4166,RUS,,,89,611,1797,1788,30.7269,178,6-3 6-2 RET,RET,2,0,12,5,0,0,t
2014,158926,3815,58,2014-01-13,H,f,R128,5,3813,FIN,,,39,1090,1914,1923,32.476387,185,4533,ISR,,,68,706,1779,1765,28.77755,175,3-6 7-6(3) 6-7(3) 6-3 6-3,,3,2,27,24,1,1,t
2014,158927,3815,59,2014-01-13,H,f,R128,5,5016,USA,,,51,915,1985,1993,26.269678,198,5046,COL,,,69,703,1824,1814,26.130049,188,6-3 6-2 3-6 7-6(3),,3,1,21,17,1,0,t
2014,158928,3815,60,2014-01-13,H,f,R128,5,5201,LAT,23,,24,1418,2040,2049,25.371664,190,4337,ARG,,,42,1015,1961,1951,29.793293,185,1-6 6-4 7-6(4) 6-2,,3,1,19,18,1,0,t
2014,158929,3815,61,2014-01-13,H,f,R128,5,4098,RUS,30,,26,1314,1958,1965,31.088295,185,3188,USA,,,92,594,1788,1777,35.70431,173,6-2 6-2 6-3,,3,0,18,7,0,0,t
2014,158930,3815,62,2014-01-13,H,f,R128,5,4794,UZB,,,49,945,1933,1946,27.35113,188,4570,CYP,,,108,515,1918,1905,28.57495,183,6-4 7-5 6-4,,3,0,19,13,0,0,t
2014,158931,3815,63,2014-01-13,H,f,R128,5,4914,ARG,,,98,579,1865,1880,26.666666,188,3656,ESP,,,60,766,1845,1830,33.130733,175,6-1 6-3 6-1,,3,0,18,5,0,0,t
2014,158932,3815,64,2014-01-13,H,f,R128,5,4920,SRB,2,,2,12260,2538,2538,26.647501,188,5034,SVK,,,96,582,1818,1817,26.195757,185,6-3 7-6(2) 6-1,,3,0,18,10,1,0,t
2014,158933,3815,65,2014-01-13,H,f,R64,5,4742,ESP,1,,1,13130,2520,2520,27.613962,185,6409,AUS,,WC,570,53,1701,1700,17.760439,,6-2 6-4 6-2,,3,0,18,8,0,0,t
2014,158934,3815,66,2014-01-13,H,f,R64,5,4789,FRA,25,,32,1245,2079,2085,27.367556,193,6044,USA,,,95,582,1873,1866,21.303217,185,7-6(2) 7-5 6-2,,3,0,19,13,1,0,t
2014,158935,3815,67,2014-01-13,H,f,R64,5,5375,USA,,,91,595,1811,1838,24.476385,183,4311,ITA,24,,25,1360,1967,1948,29.894592,190,6-4 2-6 6-3 4-6 7-5,,3,2,25,24,0,0,t
2014,158936,3815,68,2014-01-13,H,f,R64,5,5442,JPN,16,,17,1915,2079,2081,24.041067,178,5571,SRB,,Q,117,483,1684,1677,23.540041,180,6-1 6-1 7-6(3),,3,0,18,8,1,0,t
2014,158937,3815,69,2014-01-13,H,f,R64,5,5670,CAN,11,,11,2860,2133,2137,23.047228,196,3812,ROU,,,76,665,1842,1836,32.48186,198,7-6(9) 6-4 6-4,,3,0,18,14,1,0,t
2014,158938,3815,70,2014-01-13,H,f,R64,5,5763,BUL,22,,22,1460,2050,2058,22.663929,188,4229,TPE,,,53,860,1918,1909,30.417522,180,6-3 6-3 7-6(11),,3,0,18,12,1,0,t
2014,158939,3815,71,2014-01-13,H,f,R64,5,5324,FRA,27,,28,1300,1922,1931,24.684464,196,6387,AUS,,WC,183,277,1796,1782,18.715948,193,6-7(5) 6-7(5) 6-4 6-2 6-2,,3,2,30,20,0,2,t
2014,158940,3815,72,2014-01-13,H,f,R64,5,5131,ESP,,,62,750,1917,1943,25.749487,183,5216,ARG,5,,5,5415,2314,2292,25.305954,198,4-6 6-3 5-7 6-4 7-5,,3,2,28,25,0,0,t
2014,158941,3815,73,2014-01-13,H,f,R64,5,4913,GBR,4,,4,5560,2351,2352,26.666666,190,4671,FRA,,Q,267,170,1712,1711,27.953457,173,6-2 6-2 7-5,,3,0,19,9,0,0,t
2014,158942,3815,74,2014-01-13,H,f,R64,5,3852,ESP,26,,27,1310,2021,2027,32.314854,188,3582,GER,,Q,144,391,1821,1812,33.535934,193,6-4 7-6(6) 6-4,,3,0,18,14,1,0,t
2014,158943,3815,75,2014-01-13,H,f,R64,5,3565,FRA,,LL,119,479,1793,1815,33.659138,185,4307,POL,,,64,730,1818,1799,29.908281,185,7-6(3) 6-1 6-7(3) 6-1,,3,1,24,14,1,1,t
2014,158944,3815,76,2014-01-13,H,f,R64,5,5364,SVK,,LL,106,518,1849,1860,24.509241,190,5629,SLO,,Q,185,276,1720,1701,23.27447,,6-4 6-3 5-7 7-6(2),,3,1,23,20,1,0,t
2014,158945,3815,77,2014-01-13,H,f,R64,5,4541,FRA,10,,10,3065,2175,2178,28.741957,188,5057,BRA,,Q,129,430,1831,1827,26.0397,188,7-6(6) 6-4 6-4,,3,0,18,14,1,0,t
2014,158946,3815,78,2014-01-13,H,f,R64,5,4467,FRA,18,,19,1790,2032,2047,29.045858,183,5220,CRO,,,36,1130,2100,2086,25.292265,198,4-6 7-6(3) 6-7(5) 6-1 6-2,,3,2,28,21,1,1,t
2014,158947,3815,79,2014-01-13,H,f,R64,5,4558,RUS,,,79,651,1770,1806,28.643394,188,4269,ESP,31,,33,1235,1998,1978,30.162903,188,7-6(1) 3-6 2-6 6-4 6-4,,3,2,23,26,1,0,t
2014,158948,3815,80,2014-01-13,H,f,R64,5,3819,SUI,6,,6,4355,2301,2302,32.43258,185,4879,SLO,,,99,559,1843,1841,26.861053,188,6-2 6-1 7-6(4),,3,0,18,9,1,0,t
2014,158949,3815,81,2014-01-13,H,f,R64,5,4606,CZE,7,,7,4180,2190,2192,28.323067,196,4927,FRA,,,86,617,1771,1767,26.628336,203,6-4 6-1 6-3,,3,0,18,8,0,0,t
2014,158950,3815,82,2014-01-13,H,f,R64,5,5986,BIH,,Q,188,272,1703,1759,21.650925,172,4470,CRO,32,,34,1190,2000,1978,29.029432,183,4-6 4-6 6-3 4-1 RET,RET,1,2,18,16,0,0,t
2014,158951,3815,83,2014-01-13,H,f,R64,5,4728,RSA,19,,21,1580,1992,1998,27.657768,203,6219,AUT,,Q,136,422,1767,1758,20.361397,185,6-4 6-3 6-4,,3,0,18,11,0,0,t
2014,158952,3815,84,2014-01-13,H,f,R64,5,4273,FRA,,,40,1038,1920,1935,30.12731,188,4198,ESP,,,58,801,1920,1906,30.61191,188,7-6(1) 6-4 4-6 6-1,,3,1,22,17,1,0,t
2014,158953,3815,85,2014-01-13,H,f,R64,5,4252,GER,,,37,1110,1991,2008,30.275154,190,4022,RUS,14,,15,2145,2087,2072,31.55373,183,6-4 3-6 6-3 3-6 6-3,,3,2,24,22,0,0,t
2014,158954,3815,86,2014-01-13,H,f,R64,5,5655,POL,20,,20,1615,1994,2002,23.167694,203,4664,ESP,,,48,946,1842,1832,27.972622,180,4-6 7-6(3) 7-6(5) 6-3,,3,1,22,21,2,0,t
2014,158955,3815,87,2014-01-13,H,f,R64,5,4868,FRA,29,,31,1255,1949,1962,26.918549,188,5231,UKR,,,56,825,1950,1936,25.18275,180,7-5 7-6(5) 6-7(3) 7-6(5),,3,1,25,23,2,1,t
2014,158956,3815,88,2014-01-13,H,f,R64,5,3970,ESP,3,,3,5640,2197,2199,31.78371,175,5166,FRA,,,71,692,1820,1817,25.54141,183,7-6(2) 5-7 6-0 6-3,,3,1,23,16,1,0,t
2014,158957,3815,89,2014-01-13,H,f,R64,5,4526,SUI,8,,8,3890,2212,2214,28.796715,183,4268,COL,,,87,612,1814,1810,30.16564,185,6-3 6-3 6-7(4) 6-4,,3,1,24,16,0,1,t
2014,158958,3815,90,2014-01-13,H,f,R64,5,5565,CAN,28,,30,1289,1912,1923,23.559206,193,5044,AUS,,,67,711,1828,1814,26.132786,188,3-6 7-6(6) 7-6(9) 6-1,,3,1,21,19,2,0,t
2014,158959,3815,91,2014-01-13,H,f,R64,5,3990,ESP,17,,18,1810,2070,2078,31.704311,180,3898,FRA,,,38,1090,1962,1953,32.06571,185,6-3 6-7(4) 6-1 7-6(6),,3,1,24,16,1,1,t
2014,158960,3815,92,2014-01-13,H,f,R64,5,4752,FRA,9,,9,3140,2138,2144,27.572895,185,3786,RUS,,,61,760,1943,1937,32.616016,178,7-6(3) 6-4 6-4,,3,0,18,14,1,0,t
2014,158961,3815,93,2014-01-13,H,f,R64,5,4921,ITA,15,,16,1930,2020,2029,26.642027,178,3813,FIN,,,39,1090,1923,1913,32.476387,185,7-5 6-4 3-6 6-2,,3,1,22,17,0,0,t
2014,158962,3815,94,2014-01-13,H,f,R64,5,5016,USA,,,51,915,1993,2008,26.269678,198,5201,LAT,23,,24,1418,2049,2035,25.371664,190,6-2 6-3 6-4,,3,0,18,9,0,0,t
2014,158963,3815,95,2014-01-13,H,f,R64,5,4794,UZB,,,49,945,1946,1960,27.35113,188,4098,RUS,30,,26,1314,1965,1951,31.088295,185,7-6(3) 4-6 6-1 6-4,,3,1,22,17,1,0,t
2014,158964,3815,96,2014-01-13,H,f,R64,5,4920,SRB,2,,2,12260,2538,2538,26.647501,188,4914,ARG,,,98,579,1880,1880,26.666666,188,6-0 6-4 6-4,,3,0,18,8,0,0,t
2014,158965,3815,97,2014-01-13,H,f,R32,5,4742,ESP,1,,1,13130,2520,2522,27.613962,185,4789,FRA,25,,32,1245,2085,2083,27.367556,193,6-1 6-2 6-3,,3,0,18,6,0,0,t
2014,158966,3815,98,2014-01-13,H,f,R32,5,5442,JPN,16,,17,1915,2081,2086,24.041067,178,5375,USA,,,91,595,1838,1830,24.476385,183,7-5 6-1 6-0,,3,0,19,6,0,0,t
2014,158967,3815,99,2014-01-13,H,f,R32,5,5763,BUL,22,,22,1460,2058,2074,22.663929,188,5670,CAN,11,,11,2860,2137,2121,23.047228,196,6-3 3-6 6-4 7-6(10),,3,1,21,19,1,0,t
2014,158968,3815,100,2014-01-13,H,f,R32,5,5131,ESP,,,62,750,1943,1957,25.749487,183,5324,FRA,27,,28,1300,1931,1917,24.684464,196,6-2 6-1 6-4,,3,0,18,7,0,0,t
2014,158969,3815,101,2014-01-13,H,f,R32,5,4913,GBR,4,,4,5560,2352,2355,26.666666,190,3852,ESP,26,,27,1310,2027,2023,32.314854,188,7-6(2) 6-4 6-2,,3,0,18,12,1,0,t
2014,158970,3815,102,2014-01-13,H,f,R32,5,3565,FRA,,LL,119,479,1815,1837,33.659138,185,5364,SVK,,LL,106,518,1860,1841,24.509241,190,6-0 7-6(2) 6-4,,3,0,18,10,1,0,t
2014,158971,3815,103,2014-01-13,H,f,R32,5,4541,FRA,10,,10,3065,2178,2186,28.741957,188,4467,FRA,18,,19,1790,2047,2038,29.045858,183,7-6(5) 6-4 6-2,,3,0,18,12,1,0,t
2014,158972,3815,104,2014-01-13,H,f,R32,5,3819,SUI,6,,6,4355,2302,2304,32.43258,185,4558,RUS,,,79,651,1806,1803,28.643394,188,6-2 6-2 6-3,,3,0,18,7,0,0,t
2014,158973,3815,105,2014-01-13,H,f,R32,5,4606,CZE,7,,7,4180,2192,2194,28.323067,196,5986,BIH,,Q,188,272,1759,1755,21.650925,172,6-4 6-2 6-2,,3,0,18,8,0,0,t
2014,158974,3815,106,2014-01-13,H,f,R32,5,4728,RSA,19,,21,1580,1998,2009,27.657768,203,4273,FRA,,,40,1038,1935,1923,30.12731,188,3-6 4-6 6-3 7-6(5) 7-5,,3,2,26,26,1,0,t
2014,158975,3815,107,2014-01-13,H,f,R32,5,4252,GER,,,37,1110,2008,2021,30.275154,190,5655,POL,20,,20,1615,2002,1988,23.167694,203,7-5 6-2 6-2,,3,0,19,9,0,0,t
2014,158976,3815,108,2014-01-13,H,f,R32,5,3970,ESP,3,,3,5640,2199,2205,31.78371,175,4868,FRA,29,,31,1255,1962,1957,26.918549,188,6-2 7-6(5) 6-2,,3,0,18,10,1,0,t
2014,158977,3815,109,2014-01-13,H,f,R32,5,4526,SUI,8,,8,3890,2214,2216,28.796715,183,5565,CAN,28,,30,1289,1923,1920,23.559206,193,W/O,W/O,0,0,0,0,0,0,f
2014,158978,3815,110,2014-01-13,H,f,R32,5,3990,ESP,17,,18,1810,2078,2094,31.704311,180,4752,FRA,9,,9,3140,2144,2129,27.572895,185,2-6 7-5 6-4 7-6(6),,3,1,21,21,1,0,t
2014,158979,3815,111,2014-01-13,H,f,R32,5,4921,ITA,15,,16,1930,2029,2041,26.642027,178,5016,USA,,,51,915,2008,1995,26.269678,198,7-5 6-4 6-4,,3,0,19,13,0,0,t
2014,158980,3815,112,2014-01-13,H,f,R32,5,4920,SRB,2,,2,12260,2538,2539,26.647501,188,4794,UZB,,,49,945,1960,1959,27.35113,188,6-3 6-3 7-5,,3,0,19,11,0,0,t
2014,158981,3815,113,2014-01-13,H,f,R16,5,4742,ESP,1,,1,13130,2522,2524,27.613962,185,5442,JPN,16,,17,1915,2086,2084,24.041067,178,7-6(3) 7-5 7-6(3),,3,0,19,17,2,0,t
2014,158982,3815,114,2014-01-13,H,f,R16,5,5763,BUL,22,,22,1460,2074,2083,22.663929,188,5131,ESP,,,62,750,1957,1947,25.749487,183,6-3 3-6 6-2 6-4,,3,1,21,15,0,0,t
2014,158983,3815,115,2014-01-13,H,f,R16,5,4913,GBR,4,,4,5560,2355,2357,26.666666,190,3565,FRA,,LL,119,479,1837,1835,33.659138,185,6-1 6-2 6-7(6) 6-2,,3,1,24,11,0,1,t
2014,158984,3815,116,2014-01-13,H,f,R16,5,3819,SUI,6,,6,4355,2304,2312,32.43258,185,4541,FRA,10,,10,3065,2186,2177,28.741957,188,6-3 7-5 6-4,,3,0,19,12,0,0,t
2014,158985,3815,117,2014-01-13,H,f,R16,5,4606,CZE,7,,7,4180,2194,2200,28.323067,196,4728,RSA,19,,21,1580,2009,2002,27.657768,203,6-2 6-2 6-3,,3,0,18,7,0,0,t
2014,158986,3815,118,2014-01-13,H,f,R16,5,3970,ESP,3,,3,5640,2205,2211,31.78371,175,4252,GER,,,37,1110,2021,2014,30.275154,190,6-7(5) 7-5 6-2 6-1,,3,1,25,14,0,1,t
2014,158987,3815,119,2014-01-13,H,f,R16,5,4526,SUI,8,,8,3890,2216,2225,28.796715,183,3990,ESP,17,,18,1810,2094,2085,31.704311,180,6-3 7-6(3) 7-6(5),,3,0,18,15,2,0,t
2014,158988,3815,120,2014-01-13,H,f,R16,5,4920,SRB,2,,2,12260,2539,2541,26.647501,188,4921,ITA,15,,16,1930,2041,2040,26.642027,178,6-3 6-0 6-2,,3,0,18,5,0,0,t
2014,158989,3815,121,2014-01-13,H,f,QF,5,4742,ESP,1,,1,13130,2524,2526,27.613962,185,5763,BUL,22,,22,1460,2083,2081,22.663929,188,3-6 7-6(3) 7-6(7) 6-2,,3,1,21,20,2,0,t
2014,158990,3815,122,2014-01-13,H,f,QF,5,3819,SUI,6,,6,4355,2312,2328,32.43258,185,4913,GBR,4,,4,5560,2357,2341,26.666666,190,6-3 6-4 6-7(6) 6-3,,3,1,24,16,0,1,t
2014,158991,3815,123,2014-01-13,H,f,QF,5,4606,CZE,7,,7,4180,2200,2214,28.323067,196,3970,ESP,3,,3,5640,2211,2197,31.78371,175,6-1 6-4 2-6 6-4,,3,1,20,15,0,0,t
2014,158992,3815,124,2014-01-13,H,f,QF,5,4526,SUI,8,,8,3890,2225,2248,28.796715,183,4920,SRB,2,,2,12260,2541,2517,26.647501,188,2-6 6-4 6-2 3-6 9-7,,3,2,26,25,0,0,t
2014,158993,3815,125,2014-01-13,H,f,SF,5,4742,ESP,1,,1,13130,2526,2533,27.613962,185,3819,SUI,6,,6,4355,2328,2321,32.43258,185,7-6(4) 6-3 6-3,,3,0,18,12,1,0,t
2014,158994,3815,126,2014-01-13,H,f,SF,5,4526,SUI,8,,8,3890,2248,2261,28.796715,183,4606,CZE,7,,7,4180,2214,2201,28.323067,196,6-3 6-7(1) 7-6(3) 7-6(4),,3,1,24,21,2,1,t
2014,158995,3815,127,2014-01-13,H,f,F,5,4526,SUI,8,,8,3890,2261,2288,28.796715,183,4742,ESP,1,,1,13130,2533,2506,27.613962,185,6-3 6-2 3-6 6-3,,3,1,21,14,0,0,t
2015,161770,3882,1,2015-01-19,H,f,R128,5,4920,SRB,1,,1,11405,2518,2518,27.663244,188,5370,SLO,,Q,116,487,1839,1838,25.505817,181,6-3 6-2 6-4,,3,0,18,9,0,0,t
2015,161771,3882,2,2015-01-19,H,f,R128,5,5709,RUS,,,88,595,1851,1867,23.906914,185,5070,ESP,,,61,780,1829,1813,27.00616,188,6-1 3-6 6-3 7-6(3),,3,1,21,16,1,0,t
2015,161772,3882,3,2015-01-19,H,f,R128,5,4423,JPN,,,92,571,1730,1749,30.37098,178,11174,SWE,,Q,212,230,1619,1579,18.77618,,1-6 6-4 4-6 6-3 6-3,,3,2,23,22,0,0,t
2015,161773,3882,4,2015-01-19,H,f,R128,5,4269,ESP,31,,33,1135,1984,1989,31.178644,188,4865,GBR,,,103,539,1743,1732,27.942505,190,2-6 6-0 7-6(6) 6-3,,3,1,20,15,1,0,t
2015,161774,3882,5,2015-01-19,H,f,R128,5,4544,USA,19,,21,1685,2052,2056,29.733059,206,4498,TPE,,Q,118,485,1779,1772,29.943874,178,7-6(5) 6-4 6-4,,3,0,18,14,1,0,t
2015,161775,3882,6,2015-01-19,H,f,R128,5,4887,AUT,,,79,651,1781,1793,27.830254,190,6348,FRA,,Q,259,191,1632,1600,20.25462,,6-4 7-5 4-6 6-3,,3,1,23,18,0,0,t
2015,161776,3882,7,2015-01-19,H,f,R128,5,4180,LUX,,,42,964,1911,1922,31.698837,193,5793,ESP,,,52,841,1828,1814,23.523615,188,6-4 7-6(5) 7-6(3),,3,0,18,16,2,0,t
2015,161777,3882,8,2015-01-19,H,f,R128,5,5131,ESP,13,,16,2110,2048,2055,26.76523,183,6219,AUT,,,40,977,1895,1886,21.377138,185,4-6 6-2 6-3 7-6(5),,3,1,22,17,1,0,t
2015,161778,3882,9,2015-01-19,H,f,R128,5,3852,ESP,12,,14,2130,2037,2041,33.330597,188,6031,USA,,WC,123,452,1717,1709,22.422998,180,3-6 6-2 4-6 6-2 10-8,,3,2,29,24,0,0,t
2015,161779,3882,10,2015-01-19,H,f,R128,5,5166,FRA,,,36,1043,1877,1886,26.557152,183,5629,SLO,,,80,632,1717,1700,24.290213,,7-6(7) 6-3 6-2,,3,0,18,11,1,0,t
2015,161780,3882,11,2015-01-19,H,f,R128,5,5655,POL,,,44,925,1948,1952,24.183435,203,5642,JPN,,LL,146,366,1652,1637,24.260096,,7-6(5) 2-6 6-3 7-5,,3,1,21,20,1,0,t
2015,161781,3882,12,2015-01-19,H,f,R128,5,4789,FRA,17,,19,1770,2150,2152,28.383299,193,6284,FRA,,WC,117,486,1762,1758,20.90349,185,6-7(3) 3-6 6-4 6-1 6-4,,3,2,27,21,0,1,t
2015,161782,3882,13,2015-01-19,H,f,R128,5,3794,GER,,,41,973,1888,1906,33.59343,178,3898,FRA,25,,25,1390,1963,1947,33.08145,185,7-5 5-7 6-2 6-4,,3,1,24,18,0,0,t
2015,161783,3882,14,2015-01-19,H,f,R128,5,3720,AUS,,,87,595,1953,1957,33.90007,180,5573,CHN,,WC,187,271,1650,1637,24.544832,,6-3 1-6 6-0 6-4,,3,1,19,13,0,0,t
2015,161784,3882,15,2015-01-19,H,f,R128,5,5375,USA,,,56,809,1850,1862,25.492128,183,5040,GER,,Q,183,275,1749,1731,27.167694,,6-4 4-6 6-3 6-2,,3,1,22,15,0,0,t
2015,161785,3882,16,2015-01-19,H,f,R128,5,5670,CAN,8,,8,4575,2184,2186,24.062971,196,5006,UKR,,Q,144,375,1778,1774,27.364819,185,7-6(3) 7-6(3) 6-3,,3,0,18,15,2,0,t
2015,161786,3882,17,2015-01-19,H,f,R128,5,4526,SUI,4,,4,5370,2206,2206,29.812458,183,4942,TUR,,,100,553,1604,1600,27.608488,190,6-1 6-4 6-2,,3,0,18,7,0,0,t
2015,161787,3882,18,2015-01-19,H,f,R128,5,5644,ROU,,Q,194,254,1796,1822,24.257359,193,4664,ESP,,,43,950,1905,1886,28.988363,180,6-2 6-2 7-5,,3,0,19,9,0,0,t
2015,161788,3882,19,2015-01-19,H,f,R128,5,3813,FIN,,,72,693,1867,1879,33.49213,185,4974,KAZ,,,73,691,1780,1764,27.496235,185,6-1 6-2 7-6(6),,3,0,18,9,1,0,t
2015,161789,3882,20,2015-01-19,H,f,R128,5,4893,GER,,Q,142,378,1803,1829,27.800137,188,4654,URU,27,,29,1227,1925,1907,29.048597,180,7-6(1) 6-3 6-1,,3,0,18,10,1,0,t
2015,161790,3882,21,2015-01-19,H,f,R128,5,3893,ITA,,,64,759,1758,1795,33.09514,183,5231,UKR,21,,23,1455,1979,1958,26.198494,180,6-4 6-3 6-2,,3,0,18,9,0,0,t
