season,match_id,tournament_event_id,match_num,date,surface,indoor,round,best_of,winner_id,winner_country_id,winner_seed,winner_entry,winner_rank,winner_rank_points,winner_elo_rating,winner_next_elo_rating,winner_age,winner_height,loser_id,loser_country_id,loser_seed,loser_entry,loser_rank,loser_rank_points,loser_elo_rating,loser_next_elo_rating,loser_age,loser_height,score,outcome,w_sets,l_sets,w_games,l_games,w_tbs,l_tbs,has_stats
2012,152940,3677,22,2012-01-16,H,f,R128,5,5055,KAZ,,,92,598,1822,1843,24.057495,183,4198,ESP,,,66,755,1885,1867,28.618753,188,6-4 6-3 6-0,,3,0,18,7,0,0,t
2012,152941,3677,23,2012-01-16,H,f,R128,5,5057,BRA,,,37,1060,1869,1882,24.046543,188,4533,ISR,,,75,685,1818,1803,26.784393,175,7-6(5) 6-4 6-3,,3,0,18,13,1,0,t
2012,152942,3677,24,2012-01-16,H,f,R128,5,4789,FRA,14,,15,1970,2144,2145,25.374401,193,4593,AUS,,WC,203,240,1674,1669,26.439425,194,7-6(5) 6-3 6-3,,3,0,18,12,1,0,t
2012,152943,3677,25,2012-01-16,H,f,R128,5,4467,FRA,12,,14,2005,2046,2050,27.052704,183,3821,THA,,Q,201,242,1748,1740,30.431211,173,6-1 3-6 6-7(5) 6-3 6-2,,3,2,27,18,0,1,t
2012,152944,3677,26,2012-01-16,H,f,R128,5,3898,FRA,,,39,1030,1980,1983,30.072554,185,3971,SVK,,,100,567,1660,1648,29.787817,180,6-4 6-2 7-5,,3,0,19,11,0,0,t
2012,152945,3677,27,2012-01-16,H,f,R128,5,5044,AUS,,,94,590,1842,1856,24.139631,188,5147,BRA,,,105,544,1785,1767,23.638603,193,6-3 7-6(1) 6-2,,3,0,18,11,1,0,t
2012,152946,3677,28,2012-01-16,H,f,R128,5,5442,JPN,24,,26,1410,1999,2005,22.047913,178,3565,FRA,,,106,540,1774,1765,31.665981,185,6-1 7-6(7) 6-0,,3,0,18,7,1,0,t
2012,152947,3677,29,2012-01-16,H,f,R128,5,4716,ESP,26,,28,1315,1977,1982,25.763176,190,5021,CAN,,WC,158,320,1733,1723,24.25462,175,6-0 7-6(4) 5-7 5-7 6-3,,3,2,28,23,1,0,t
2012,152948,3677,30,2012-01-16,H,f,R128,5,4522,POR,,,107,537,1814,1836,26.81451,178,4470,CRO,,,36,1065,1881,1863,27.036276,183,2-6 6-1 6-1 4-1 RET,RET,2,1,18,9,0,0,t
2012,152949,3677,31,2012-01-16,H,f,R128,5,3672,BRA,,,108,526,1742,1760,31.06913,175,5131,ESP,,Q,175,281,1630,1593,23.75633,183,6-4 6-4 7-5,,3,0,19,13,0,0,t
2012,152950,3677,32,2012-01-16,H,f,R128,5,4541,FRA,6,,6,4335,2244,2247,26.748802,188,4794,UZB,,,60,802,1876,1873,25.357973,188,6-4 3-6 6-2 7-5,,3,1,22,17,0,0,t
2012,152951,3677,33,2012-01-16,H,f,R128,5,3888,USA,8,,8,2965,2117,2123,30.102669,188,4180,LUX,,,55,853,1911,1904,28.689938,193,6-4 6-4 6-2,,3,0,18,10,0,0,t
2012,152952,3677,34,2012-01-16,H,f,R128,5,4268,COL,,,71,696,1852,1870,28.172485,185,4921,ITA,,,47,915,1887,1871,24.64887,178,6-3 6-2 3-6 6-1,,3,1,21,12,0,0,t
2012,152953,3677,35,2012-01-16,H,f,R128,5,5130,ESP,,,88,612,1736,1774,23.775496,183,3656,ESP,,,50,895,1888,1867,31.137577,175,7-6(2) 2-6 6-4 7-6(5),,3,1,20,22,2,0,t
2012,152954,3677,36,2012-01-16,H,f,R128,5,4259,GER,,,41,1005,1983,1997,28.251883,178,4337,ARG,25,,27,1335,2031,2016,27.800137,185,7-5 4-6 6-3 6-7(4) 6-0,,3,2,29,20,0,1,t
2012,152955,3677,37,2012-01-16,H,f,R128,5,4229,TPE,,,79,661,1841,1854,28.424366,180,3573,RSA,,LL,126,459,1756,1738,31.613962,180,6-4 3-6 6-1 3-6 6-3,,3,2,24,20,0,0,t
2012,152956,3677,38,2012-01-16,H,f,R128,5,3722,FRA,,Q,156,324,1779,1808,30.880219,180,4326,BEL,,,85,634,1893,1873,27.843943,178,6-7(3) 3-6 5-4 RET,RET,0,2,14,16,0,1,t
2012,152957,3677,39,2012-01-16,H,f,R128,5,4879,SLO,,,103,552,1793,1814,24.867899,188,4865,GBR,,Q,161,310,1811,1791,24.933607,190,6-4 6-3 6-4,,3,0,18,11,0,0,t
2012,152958,3677,40,2012-01-16,H,f,R128,5,5216,ARG,11,,11,2315,2185,2188,23.3128,198,5166,FRA,,,91,598,1816,1813,23.548254,183,2-6 6-1 7-5 6-4,,3,1,21,16,0,0,t
2012,152959,3677,41,2012-01-16,H,f,R128,5,5231,UKR,13,,13,2030,2003,2004,23.189596,180,5278,AUS,,WC,198,245,1551,1538,22.956879,190,1-6 4-6 6-1 6-1 6-2,,3,2,23,16,0,0,t
2012,152960,3677,42,2012-01-16,H,f,R128,5,4732,GER,,,98,578,1800,1822,25.656399,180,3812,ROU,,,90,600,1841,1822,30.488707,198,6-2 6-1 6-2,,3,0,18,5,0,0,t
2012,152961,3677,43,2012-01-16,H,f,R128,5,5016,USA,,,95,589,1938,1943,24.276524,198,4927,FRA,,WC,135,400,1681,1666,24.635181,203,6-3 6-2 6-2,,3,0,18,7,0,0,t
2012,152962,3677,44,2012-01-16,H,f,R128,5,6057,AUS,,,38,1048,1943,1961,19.23614,193,4269,ESP,22,,24,1550,2064,2047,28.169746,188,4-6 6-7(3) 6-4 6-2 7-5,,3,2,29,23,0,1,t
2012,152963,3677,45,2012-01-16,H,f,R128,5,3333,CRO,,,57,842,1950,1963,32.881588,208,3781,AUT,31,,33,1170,1954,1940,30.652977,183,7-6(3) 7-5 6-3,,3,0,19,14,1,0,t
2012,152964,3677,46,2012-01-16,H,f,R128,5,4122,ARG,,,61,801,1820,1830,28.950035,183,4618,NED,,Q,233,205,1647,1621,26.277891,188,2-6 6-3 7-6(3) 6-3,,3,1,20,18,1,0,t
2012,152965,3677,47,2012-01-16,H,f,R128,5,4675,GER,,,93,592,1786,1792,25.943874,190,3799,FRA,,,96,581,1466,1428,30.554415,178,6-4 6-2 4-6 7-5,,3,1,23,17,0,0,t
2012,152966,3677,48,2012-01-16,H,f,R128,5,3819,SUI,3,,3,8010,2423,2423,30.439425,185,4627,RUS,,Q,172,290,1676,1675,26.223135,183,7-5 6-2 6-2,,3,0,19,9,0,0,t
2012,152967,3677,49,2012-01-16,H,f,R128,5,4606,CZE,7,,7,3700,2169,2172,26.32991,196,5070,ESP,,,67,734,1829,1825,23.997263,188,7-5 4-6 6-2 6-3,,3,1,23,16,0,0,t
2012,152968,3677,50,2012-01-16,H,f,R128,5,3694,BEL,,,54,854,1878,1888,30.992472,168,3451,GER,,Q,174,286,1745,1728,32.284737,175,6-1 6-4 6-0,,3,0,18,5,0,0,t
2012,152969,3677,51,2012-01-16,H,f,R128,5,4659,UKR,,,65,755,1849,1861,26.02601,193,5006,UKR,,Q,246,192,1745,1727,24.35592,185,6-3 6-7(9) 4-6 6-3 7-5,,3,2,29,23,0,1,t
2012,152970,3677,52,2012-01-16,H,f,R128,5,4728,RSA,30,,32,1190,1993,1997,25.664614,203,4233,DEN,,Q,240,197,1697,1686,28.388775,190,6-1 6-2 6-4,,3,0,18,7,0,0,t
2012,152971,3677,53,2012-01-16,H,f,R128,5,4526,SUI,21,,22,1615,2052,2056,26.803558,183,5324,FRA,,,84,636,1783,1776,22.691307,196,6-1 6-1 7-5,,3,0,19,7,0,0,t
2012,152972,3677,54,2012-01-16,H,f,R128,5,4570,CYP,,,44,985,1997,2005,26.581793,183,3794,GER,,,304,148,1849,1840,30.584532,178,6-1 7-6(5) 6-2,,3,0,18,9,1,0,t
2012,152973,3677,55,2012-01-16,H,f,R128,5,5763,BUL,,,78,666,1844,1862,20.670773,188,4868,FRA,,,82,652,1884,1867,24.925394,188,4-6 6-3 3-6 6-4 6-4,,3,2,25,23,0,0,t
2012,152974,3677,56,2012-01-16,H,f,R128,5,4596,ESP,10,,10,2380,2026,2034,26.403833,183,3997,POL,,,58,822,1893,1884,29.67009,190,1-6 7-5 6-3 7-5,,3,1,21,19,0,0,t
2012,152975,3677,57,2012-01-16,H,f,R128,5,4544,USA,16,,17,1800,2073,2075,26.724161,206,6079,AUS,,WC,222,220,1686,1679,19.126625,,6-4 6-4 7-6(1),,3,0,18,14,1,0,t
2012,152976,3677,58,2012-01-16,H,f,R128,5,3900,ARG,,,87,630,2111,2119,30.0397,180,3813,FIN,,,49,908,1986,1977,30.48323,185,6-4 4-2 RET,RET,1,0,10,6,0,0,t
2012,152977,3677,59,2012-01-16,H,f,R128,5,4262,ITA,,,76,671,1802,1831,28.24093,173,3786,RUS,,,52,875,1993,1973,30.622862,178,6-4 4-6 3-6 6-2 6-1,,3,2,25,19,0,0,t
2012,152978,3677,60,2012-01-16,H,f,R128,5,3852,ESP,18,,19,1755,2052,2057,30.321697,188,4914,ARG,,,80,659,1816,1808,24.673512,188,7-6(5) 6-3 7-6(2),,3,0,18,15,2,0,t
2012,152979,3677,61,2012-01-16,H,f,R128,5,5034,SVK,,Q,119,491,1789,1822,24.2026,185,3344,CRO,28,,30,1270,2034,2014,32.829567,193,3-6 4-6 6-3 6-4 6-4,,3,2,25,23,0,0,t
2012,152980,3677,62,2012-01-16,H,f,R128,5,5375,USA,,,42,1004,1882,1888,22.48323,183,5367,GER,,Q,248,192,1634,1614,22.505133,185,6-1 6-2 4-6 1-6 6-2,,3,2,23,17,0,0,t
2012,152981,3677,63,2012-01-16,H,f,R128,5,3163,GER,,,190,257,1905,1912,33.787815,188,6031,USA,,Q,276,171,1682,1666,19.4141,180,7-6(5) 3-6 6-0 7-5,,3,1,22,17,1,0,t
2012,152982,3677,64,2012-01-16,H,f,R128,5,4742,ESP,2,,2,9595,2377,2377,25.620808,185,4861,USA,,Q,167,301,1616,1614,24.94456,183,6-4 6-1 6-1,,3,0,18,6,0,0,t
2012,152983,3677,65,2012-01-16,H,f,R64,5,4920,SRB,1,,1,13630,2446,2447,24.654346,188,5046,COL,,,56,845,1929,1927,24.136892,188,6-3 6-2 6-1,,3,0,18,6,0,0,t
2012,152984,3677,66,2012-01-16,H,f,R64,5,3917,FRA,,,81,653,1877,1888,29.984941,190,5140,JPN,,WC,117,500,1767,1751,23.663244,180,1-6 7-6(6) 6-2 6-2,,3,1,19,16,1,0,t
2012,152985,3677,67,2012-01-16,H,f,R64,5,5670,CAN,23,,25,1460,1987,1999,21.054073,196,4331,GER,,,63,780,1941,1929,27.813826,185,6-4 5-7 6-2 7-5,,3,1,24,18,0,0,t
2012,152986,3677,68,2012-01-16,H,f,R64,5,3720,AUS,,WC,181,265,1994,2012,30.89117,180,4053,USA,15,,16,1880,2143,2126,29.379877,188,3-6 6-3 6-4 RET,RET,2,1,15,13,0,0,t
2012,152987,3677,69,2012-01-16,H,f,R64,5,4385,SRB,9,,9,2655,2090,2093,27.56742,180,5888,AUS,,WC,250,191,1743,1737,19.986311,183,3-6 6-2 7-6(5) 6-4,,3,1,21,18,1,0,t
2012,152988,3677,70,2012-01-16,H,f,R64,5,4752,FRA,17,,18,1765,2090,2094,25.57974,185,4974,KAZ,,Q,146,362,1798,1792,24.487337,185,6-4 6-2 3-0 RET,RET,2,0,15,6,0,0,t
2012,152989,3677,71,2012-01-16,H,f,R64,5,3428,ARG,27,,29,1270,1901,1912,32.38056,190,4664,ESP,,,45,920,1828,1814,25.979465,180,6-4 6-4 6-3,,3,0,18,11,0,0,t
2012,152990,3677,72,2012-01-16,H,f,R64,5,3970,ESP,5,,5,4925,2242,2244,29.790554,175,4971,USA,,,68,716,1819,1816,24.509241,196,6-7(4) 6-2 3-6 6-2 6-3,,3,2,27,19,0,1,t
2012,152991,3677,73,2012-01-16,H,f,R64,5,4913,GBR,4,,4,7380,2350,2351,24.673512,190,4273,FRA,,,101,562,1773,1772,28.134155,188,6-1 6-4 6-4,,3,0,18,9,0,0,t
2012,152992,3677,74,2012-01-16,H,f,R64,5,3566,FRA,,,46,915,1943,1957,31.663244,190,4166,RUS,32,,34,1135,1946,1933,28.733744,178,6-1 6-3 4-6 5-7 6-4,,3,2,27,21,0,0,t
2012,152993,3677,75,2012-01-16,H,f,R64,5,5055,KAZ,,,92,598,1843,1867,24.057495,183,4677,SRB,19,,23,1595,2009,1990,25.930185,193,5-7 6-4 6-2 4-6 6-3,,3,2,27,22,0,0,t
2012,152994,3677,76,2012-01-16,H,f,R64,5,4789,FRA,14,,15,1970,2145,2149,25.374401,193,5057,BRA,,,37,1060,1882,1877,24.046543,188,2-6 6-0 6-4 6-2,,3,1,20,12,0,0,t
2012,152995,3677,77,2012-01-16,H,f,R64,5,3898,FRA,,,39,1030,1983,1999,30.072554,185,4467,FRA,12,,14,2005,2050,2035,27.052704,183,7-5 7-6(8) 1-6 3-6 6-2,,3,2,23,25,1,0,t
2012,152996,3677,78,2012-01-16,H,f,R64,5,5442,JPN,24,,26,1410,2005,2012,22.047913,178,5044,AUS,,,94,590,1856,1846,24.139631,188,3-6 1-6 6-4 6-1 6-1,,3,2,22,18,0,0,t
2012,152997,3677,79,2012-01-16,H,f,R64,5,4522,POR,,,107,537,1836,1860,26.81451,178,4716,ESP,26,,28,1315,1982,1964,25.763176,190,6-3 4-6 6-4 6-3,,3,1,22,16,0,0,t
2012,152998,3677,80,2012-01-16,H,f,R64,5,4541,FRA,6,,6,4335,2247,2248,26.748802,188,3672,BRA,,,108,526,1760,1757,31.06913,175,7-5 6-4 6-4,,3,0,19,13,0,0,t
2012,152999,3677,81,2012-01-16,H,f,R64,5,4268,COL,,,71,696,1870,1895,28.172485,185,3888,USA,8,,8,2965,2123,2103,30.102669,188,7-6(4) 6-3 7-6(6),,3,0,18,15,2,0,t
2012,153000,3677,82,2012-01-16,H,f,R64,5,4259,GER,,,41,1005,1997,2003,28.251883,178,5130,ESP,,,88,612,1774,1765,23.775496,183,6-0 4-0 RET,RET,1,0,10,0,0,0,t
2012,153001,3677,83,2012-01-16,H,f,R64,5,4229,TPE,,,79,661,1854,1868,28.424366,180,3722,FRA,,Q,156,324,1808,1791,30.880219,180,7-5 6-2 6-2,,3,0,19,9,0,0,t
2012,153002,3677,84,2012-01-16,H,f,R64,5,5216,ARG,11,,11,2315,2188,2190,23.3128,198,4879,SLO,,,103,552,1814,1810,24.867899,188,6-4 7-5 6-3,,3,0,19,12,0,0,t
2012,153003,3677,85,2012-01-16,H,f,R64,5,5231,UKR,13,,13,2030,2004,2011,23.189596,180,4732,GER,,,98,578,1822,1813,25.656399,180,4-6 6-1 6-1 3-6 8-6,,3,2,27,20,0,0,t
2012,153004,3677,86,2012-01-16,H,f,R64,5,6057,AUS,,,38,1048,1961,1974,19.23614,193,5016,USA,,,95,589,1943,1930,24.276524,198,3-6 6-3 7-6(3) 6-3,,3,1,21,18,1,0,t
2012,153005,3677,87,2012-01-16,H,f,R64,5,3333,CRO,,,57,842,1963,1972,32.881588,208,4122,ARG,,,61,801,1830,1818,28.950035,183,7-6(4) 3-6 6-3 6-4,,3,1,21,19,1,0,t
2012,153006,3677,88,2012-01-16,H,f,R64,5,3819,SUI,3,,3,8010,2423,2424,30.439425,185,4675,GER,,,93,592,1792,1791,25.943874,190,W/O,W/O,0,0,0,0,0,0,f
2012,153007,3677,89,2012-01-16,H,f,R64,5,4606,CZE,7,,7,3700,2172,2176,26.32991,196,3694,BEL,,,54,854,1888,1883,30.992472,168,6-1 6-0 7-6(4),,3,0,18,7,1,0,t
2012,153008,3677,90,2012-01-16,H,f,R64,5,4728,RSA,30,,32,1190,1997,2005,25.664614,203,4659,UKR,,,65,755,1861,1851,26.02601,193,3-6 6-1 7-6(3) 6-3,,3,1,21,16,1,0,t
2012,153009,3677,91,2012-01-16,H,f,R64,5,4526,SUI,21,,22,1615,2056,2067,26.803558,183,4570,CYP,,,44,985,2005,1994,26.581793,183,7-6(3) 6-4 5-7 6-1,,3,1,23,18,1,0,t
2012,153010,3677,92,2012-01-16,H,f,R64,5,4596,ESP,10,,10,2380,2034,2041,26.403833,183,5763,BUL,,,78,666,1862,1854,20.670773,188,4-6 6-3 6-7(4) 6-4 6-0,,3,2,28,19,0,1,t
2012,153011,3677,93,2012-01-16,H,f,R64,5,4544,USA,16,,17,1800,2075,2089,26.724161,206,3900,ARG,,,87,630,2119,2105,30.0397,180,4-6 6-3 2-6 7-6(5) 10-8,,3,2,28,29,1,0,t
2012,153012,3677,94,2012-01-16,H,f,R64,5,3852,ESP,18,,19,1755,2057,2063,30.321697,188,4262,ITA,,,76,671,1831,1824,28.24093,173,7-5 7-6(4) 6-2,,3,0,19,13,1,0,t
2012,153013,3677,95,2012-01-16,H,f,R64,5,5034,SVK,,Q,119,491,1822,1843,24.2026,185,5375,USA,,,42,1004,1888,1870,22.48323,183,6-3 6-1 3-6 6-3,,3,1,21,13,0,0,t
2012,153014,3677,96,2012-01-16,H,f,R64,5,4742,ESP,2,,2,9595,2377,2379,25.620808,185,3163,GER,,,190,257,1912,1910,33.787815,188,6-4 6-3 6-4,,3,0,18,11,0,0,t
2012,153015,3677,97,2012-01-16,H,f,R32,5,4920,SRB,1,,1,13630,2447,2448,24.654346,188,3917,FRA,,,81,653,1888,1887,29.984941,190,6-0 6-1 6-1,,3,0,18,2,0,0,t
2012,153016,3677,98,2012-01-16,H,f,R32,5,3720,AUS,,WC,181,265,2012,2025,30.89117,180,5670,CAN,23,,25,1460,1999,1985,21.054073,196,4-6 6-3 7-6(5) 6-3,,3,1,22,18,1,0,t
2012,153017,3677,99,2012-01-16,H,f,R32,5,4752,FRA,17,,18,1765,2094,2107,25.57974,185,4385,SRB,9,,9,2655,2093,2080,27.56742,180,6-3 6-3 6-1,,3,0,18,7,0,0,t
2012,153018,3677,100,2012-01-16,H,f,R32,5,3970,ESP,5,,5,4925,2244,2247,29.790554,175,3428,ARG,27,,29,1270,1912,1908,32.38056,190,7-5 6-2 6-1,,3,0,19,8,0,0,t
2012,153019,3677,101,2012-01-16,H,f,R32,5,4913,GBR,4,,4,7380,2351,2354,24.673512,190,3566,FRA,,,46,915,1957,1954,31.663244,190,6-4 6-2 6-0,,3,0,18,6,0,0,t
2012,153020,3677,102,2012-01-16,H,f,R32,5,5055,KAZ,,,92,598,1867,1895,24.057495,183,4789,FRA,14,,15,1970,2149,2128,25.374401,193,6-2 7-5 5-7 1-6 6-4,,3,2,25,24,0,0,t
2012,153021,3677,103,2012-01-16,H,f,R32,5,5442,JPN,24,,26,1410,2012,2025,22.047913,178,3898,FRA,,,39,1030,1999,1986,30.072554,185,4-6 7-6(3) 7-6(4) 6-3,,3,1,22,21,2,0,t
2012,153022,3677,104,2012-01-16,H,f,R32,5,4541,FRA,6,,6,4335,2248,2251,26.748802,188,4522,POR,,,107,537,1860,1857,26.81451,178,6-2 6-2 6-2,,3,0,18,6,0,0,t
2012,153023,3677,105,2012-01-16,H,f,R32,5,4259,GER,,,41,1005,2003,2013,28.251883,178,4268,COL,,,71,696,1895,1884,28.172485,185,6-3 6-2 7-6(3),,3,0,18,11,1,0,t
2012,153024,3677,106,2012-01-16,H,f,R32,5,5216,ARG,11,,11,2315,2190,2194,23.3128,198,4229,TPE,,,79,661,1868,1864,28.424366,180,6-2 6-3 6-0,,3,0,18,5,0,0,t
2012,153025,3677,107,2012-01-16,H,f,R32,5,6057,AUS,,,38,1048,1974,1989,19.23614,193,5231,UKR,13,,13,2030,2011,1996,23.189596,180,4-6 7-6(0) 7-6(6) 2-6 6-3,,3,2,24,27,2,0,t
2012,153026,3677,108,2012-01-16,H,f,R32,5,3819,SUI,3,,3,8010,2424,2425,30.439425,185,3333,CRO,,,57,842,1972,1970,32.881588,208,7-6(6) 7-5 6-3,,3,0,19,14,1,0,t
2012,153027,3677,109,2012-01-16,H,f,R32,5,4606,CZE,7,,7,3700,2176,2183,26.32991,196,4728,RSA,30,,32,1190,2005,1997,25.664614,203,7-6(5) 7-6(1) 6-1,,3,0,18,13,2,0,t
2012,153028,3677,110,2012-01-16,H,f,R32,5,4596,ESP,10,,10,2380,2041,2055,26.403833,183,4526,SUI,21,,22,1615,2067,2052,26.803558,183,7-6(2) 6-2 6-4,,3,0,18,12,1,0,t
2012,153029,3677,111,2012-01-16,H,f,R32,5,3852,ESP,18,,19,1755,2063,2077,30.321697,188,4544,USA,16,,17,1800,2089,2075,26.724161,206,6-3 6-7(3) 6-4 6-7(0) 6-1,,3,2,30,20,0,2,t
2012,153030,3677,112,2012-01-16,H,f,R32,5,4742,ESP,2,,2,9595,2379,2380,25.620808,185,5034,SVK,,Q,119,491,1843,1842,24.2026,185,6-2 6-4 6-2,,3,0,18,8,0,0,t
2012,153031,3677,113,2012-01-16,H,f,R16,5,4920,SRB,1,,1,13630,2448,2450,24.654346,188,3720,AUS,,WC,181,265,2025,2023,30.89117,180,6-1 6-3 4-6 6-3,,3,1,22,13,0,0,t
2012,153032,3677,114,2012-01-16,H,f,R16,5,3970,ESP,5,,5,4925,2247,2255,29.790554,175,4752,FRA,17,,18,1765,2107,2099,25.57974,185,6-4 6-4 6-1,,3,0,18,9,0,0,t
2012,153033,3677,115,2012-01-16,H,f,R16,5,4913,GBR,4,,4,7380,2354,2355,24.673512,190,5055,KAZ,,,92,598,1895,1893,24.057495,183,6-1 6-1 1-0 RET,RET,2,0,13,2,0,0,t
2012,153034,3677,116,2012-01-16,H,f,R16,5,5442,JPN,24,,26,1410,2025,2047,22.047913,178,4541,FRA,6,,6,4335,2251,2230,26.748802,188,2-6 6-2 6-1 3-6 6-3,,3,2,23,18,0,0,t
2012,153035,3677,117,2012-01-16,H,f,R16,5,5216,ARG,11,,11,2315,2194,2201,23.3128,198,4259,GER,,,41,1005,2013,2006,28.251883,178,6-4 6-2 6-1,,3,0,18,7,0,0,t
2012,153036,3677,118,2012-01-16,H,f,R16,5,3819,SUI,3,,3,8010,2425,2427,30.439425,185,6057,AUS,,,38,1048,1989,1987,19.23614,193,6-4 6-2 6-2,,3,0,18,8,0,0,t
2012,153037,3677,119,2012-01-16,H,f,R16,5,4606,CZE,7,,7,3700,2183,2191,26.32991,196,4596,ESP,10,,10,2380,2055,2046,26.403833,183,4-6 7-6(5) 7-6(3) 7-6(2),,3,1,22,24,3,0,t
2012,153038,3677,120,2012-01-16,H,f,R16,5,4742,ESP,2,,2,9595,2380,2384,25.620808,185,3852,ESP,18,,19,1755,2077,2073,30.321697,188,6-4 6-4 6-2,,3,0,18,10,0,0,t
2012,153039,3677,121,2012-01-16,H,f,QF,5,4920,SRB,1,,1,13630,2450,2457,24.654346,188,3970,ESP,5,,5,4925,2255,2249,29.790554,175,6-4 7-6(4) 6-1,,3,0,18,11,1,0,t
